geoid,name,pov_quintile,poc_quintile,foreign_born_quintile,lep_quintile,disability_quintile,race_score,pov_score,lep_score,disability_score,foreign_born_score,final_score,acs_year
530330222021,"Block Group 1, Census Tract 222.02, King County, Washington",2,2,2,4,4,0.8,0.6,0.4,0.4,0.2,2,2019
530330222022,"Block Group 2, Census Tract 222.02, King County, Washington",1,4,4,3,2,1.6,0.3,0.30000000000000004,0.2,0.4,3,2019
530330222023,"Block Group 3, Census Tract 222.02, King County, Washington",1,1,4,1,1,0.4,0.3,0.1,0.1,0.4,1,2019
530330222024,"Block Group 4, Census Tract 222.02, King County, Washington",4,1,4,2,1,0.4,1.2,0.2,0.1,0.4,2,2019
530330222025,"Block Group 5, Census Tract 222.02, King County, Washington",3,3,4,4,3,1.2000000000000002,0.8999999999999999,0.4,0.30000000000000004,0.4,3,2019
530330222031,"Block Group 1, Census Tract 222.03, King County, Washington",2,3,4,4,3,1.2000000000000002,0.6,0.4,0.30000000000000004,0.4,3,2019
530330222032,"Block Group 2, Census Tract 222.03, King County, Washington",4,2,4,4,4,0.8,1.2,0.4,0.4,0.4,3,2019
530330222033,"Block Group 3, Census Tract 222.03, King County, Washington",2,2,3,1,1,0.8,0.6,0.1,0.1,0.30000000000000004,2,2019
530330223001,"Block Group 1, Census Tract 223, King County, Washington",1,2,3,2,1,0.8,0.3,0.2,0.1,0.30000000000000004,2,2019
530330223002,"Block Group 2, Census Tract 223, King County, Washington",1,2,2,1,3,0.8,0.3,0.1,0.30000000000000004,0.2,2,2019
530330224001,"Block Group 1, Census Tract 224, King County, Washington",3,2,3,1,2,0.8,0.8999999999999999,0.1,0.2,0.30000000000000004,2,2019
530330224002,"Block Group 2, Census Tract 224, King County, Washington",1,1,1,1,2,0.4,0.3,0.1,0.2,0.1,1,2019
530330224003,"Block Group 3, Census Tract 224, King County, Washington",1,3,4,3,2,1.2000000000000002,0.3,0.30000000000000004,0.2,0.4,2,2019
530330224004,"Block Group 4, Census Tract 224, King County, Washington",4,3,5,5,2,1.2000000000000002,1.2,0.5,0.2,0.5,4,2019
530330224005,"Block Group 5, Census Tract 224, King County, Washington",1,1,2,4,1,0.4,0.3,0.4,0.1,0.2,1,2019
530330224006,"Block Group 6, Census Tract 224, King County, Washington",1,1,3,1,1,0.4,0.3,0.1,0.1,0.30000000000000004,1,2019
530330225001,"Block Group 1, Census Tract 225, King County, Washington",4,3,4,1,1,1.2000000000000002,1.2,0.1,0.1,0.4,3,2019
530330225002,"Block Group 2, Census Tract 225, King County, Washington",1,4,3,4,4,1.6,0.3,0.4,0.4,0.30000000000000004,3,2019
530330225003,"Block Group 3, Census Tract 225, King County, Washington",2,2,4,5,2,0.8,0.6,0.5,0.2,0.4,2,2019
530330225004,"Block Group 4, Census Tract 225, King County, Washington",2,2,4,4,1,0.8,0.6,0.4,0.1,0.4,2,2019
530330225005,"Block Group 5, Census Tract 225, King County, Washington",3,4,5,4,5,1.6,0.8999999999999999,0.4,0.5,0.5,4,2019
530330226031,"Block Group 1, Census Tract 226.03, King County, Washington",2,1,3,4,1,0.4,0.6,0.4,0.1,0.30000000000000004,2,2019
530330226032,"Block Group 2, Census Tract 226.03, King County, Washington",2,2,2,1,3,0.8,0.6,0.1,0.30000000000000004,0.2,2,2019
530330226033,"Block Group 3, Census Tract 226.03, King County, Washington",2,2,3,3,1,0.8,0.6,0.30000000000000004,0.1,0.30000000000000004,2,2019
530330226034,"Block Group 4, Census Tract 226.03, King County, Washington",2,5,5,4,3,2,0.6,0.4,0.30000000000000004,0.5,4,2019
530330226035,"Block Group 5, Census Tract 226.03, King County, Washington",2,3,4,4,1,1.2000000000000002,0.6,0.4,0.1,0.4,3,2019
530330226041,"Block Group 1, Census Tract 226.04, King County, Washington",2,3,4,4,4,1.2000000000000002,0.6,0.4,0.4,0.4,3,2019
530330226042,"Block Group 2, Census Tract 226.04, King County, Washington",1,3,4,1,2,1.2000000000000002,0.3,0.1,0.2,0.4,2,2019
530330226043,"Block Group 3, Census Tract 226.04, King County, Washington",3,3,4,1,3,1.2000000000000002,0.8999999999999999,0.1,0.30000000000000004,0.4,3,2019
530330226051,"Block Group 1, Census Tract 226.05, King County, Washington",4,5,5,5,4,2,1.2,0.5,0.4,0.5,5,2019
530330226052,"Block Group 2, Census Tract 226.05, King County, Washington",2,4,5,4,2,1.6,0.6,0.4,0.2,0.5,3,2019
530330226053,"Block Group 3, Census Tract 226.05, King County, Washington",4,5,5,3,5,2,1.2,0.30000000000000004,0.5,0.5,4,2019
530330226061,"Block Group 1, Census Tract 226.06, King County, Washington",3,3,3,4,4,1.2000000000000002,0.8999999999999999,0.4,0.4,0.30000000000000004,3,2019
530330226062,"Block Group 2, Census Tract 226.06, King County, Washington",1,4,5,4,1,1.6,0.3,0.4,0.1,0.5,3,2019
530330226063,"Block Group 3, Census Tract 226.06, King County, Washington",4,1,2,2,2,0.4,1.2,0.2,0.2,0.2,2,2019
530330226064,"Block Group 4, Census Tract 226.06, King County, Washington",1,3,3,4,1,1.2000000000000002,0.3,0.4,0.1,0.30000000000000004,2,2019
530330227011,"Block Group 1, Census Tract 227.01, King County, Washington",3,2,4,4,4,0.8,0.8999999999999999,0.4,0.4,0.4,3,2019
530330227012,"Block Group 2, Census Tract 227.01, King County, Washington",3,3,4,4,2,1.2000000000000002,0.8999999999999999,0.4,0.2,0.4,3,2019
530330227021,"Block Group 1, Census Tract 227.02, King County, Washington",3,2,3,1,2,0.8,0.8999999999999999,0.1,0.2,0.30000000000000004,2,2019
530330227022,"Block Group 2, Census Tract 227.02, King County, Washington",3,2,2,2,2,0.8,0.8999999999999999,0.2,0.2,0.2,2,2019
530330227023,"Block Group 3, Census Tract 227.02, King County, Washington",3,1,2,1,2,0.4,0.8999999999999999,0.1,0.2,0.2,2,2019
530330227031,"Block Group 1, Census Tract 227.03, King County, Washington",3,3,4,2,1,1.2000000000000002,0.8999999999999999,0.2,0.1,0.4,3,2019
530330227032,"Block Group 2, Census Tract 227.03, King County, Washington",2,2,3,2,1,0.8,0.6,0.2,0.1,0.30000000000000004,2,2019
530330228011,"Block Group 1, Census Tract 228.01, King County, Washington",2,5,5,5,4,2,0.6,0.5,0.4,0.5,4,2019
530330228012,"Block Group 2, Census Tract 228.01, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330228013,"Block Group 3, Census Tract 228.01, King County, Washington",1,2,4,3,2,0.8,0.3,0.30000000000000004,0.2,0.4,2,2019
530330228014,"Block Group 4, Census Tract 228.01, King County, Washington",4,4,5,5,5,1.6,1.2,0.5,0.5,0.5,4,2019
530330228021,"Block Group 1, Census Tract 228.02, King County, Washington",3,4,5,5,2,1.6,0.8999999999999999,0.5,0.2,0.5,4,2019
530330228022,"Block Group 2, Census Tract 228.02, King County, Washington",3,4,5,4,5,1.6,0.8999999999999999,0.4,0.5,0.5,4,2019
530330228023,"Block Group 3, Census Tract 228.02, King County, Washington",3,3,5,3,1,1.2000000000000002,0.8999999999999999,0.30000000000000004,0.1,0.5,3,2019
530330228031,"Block Group 1, Census Tract 228.03, King County, Washington",1,4,4,4,1,1.6,0.3,0.4,0.1,0.4,3,2019
530330228032,"Block Group 2, Census Tract 228.03, King County, Washington",4,5,5,5,3,2,1.2,0.5,0.30000000000000004,0.5,4,2019
530330228033,"Block Group 3, Census Tract 228.03, King County, Washington",5,5,5,4,5,2,1.5,0.4,0.5,0.5,5,2019
530330229011,"Block Group 1, Census Tract 229.01, King County, Washington",2,3,4,1,4,1.2000000000000002,0.6,0.1,0.4,0.4,3,2019
530330229012,"Block Group 2, Census Tract 229.01, King County, Washington",4,3,4,3,3,1.2000000000000002,1.2,0.30000000000000004,0.30000000000000004,0.4,3,2019
530330229021,"Block Group 1, Census Tract 229.02, King County, Washington",2,4,5,1,4,1.6,0.6,0.1,0.4,0.5,3,2019
530330229022,"Block Group 2, Census Tract 229.02, King County, Washington",1,2,3,1,2,0.8,0.3,0.1,0.2,0.30000000000000004,2,2019
530330229023,"Block Group 3, Census Tract 229.02, King County, Washington",1,2,3,1,3,0.8,0.3,0.1,0.30000000000000004,0.30000000000000004,2,2019
530330229024,"Block Group 4, Census Tract 229.02, King County, Washington",3,5,5,5,1,2,0.8999999999999999,0.5,0.1,0.5,4,2019
530330229025,"Block Group 5, Census Tract 229.02, King County, Washington",1,1,4,3,2,0.4,0.3,0.30000000000000004,0.2,0.4,2,2019
530330230001,"Block Group 1, Census Tract 230, King County, Washington",3,2,3,1,4,0.8,0.8999999999999999,0.1,0.4,0.30000000000000004,2,2019
530330230002,"Block Group 2, Census Tract 230, King County, Washington",1,3,4,4,2,1.2000000000000002,0.3,0.4,0.2,0.4,3,2019
530330230003,"Block Group 3, Census Tract 230, King County, Washington",2,5,5,4,3,2,0.6,0.4,0.30000000000000004,0.5,4,2019
530330230004,"Block Group 4, Census Tract 230, King County, Washington",2,2,4,3,4,0.8,0.6,0.30000000000000004,0.4,0.4,2,2019
530330231001,"Block Group 1, Census Tract 231, King County, Washington",2,4,5,4,1,1.6,0.6,0.4,0.1,0.5,3,2019
530330231002,"Block Group 2, Census Tract 231, King County, Washington",3,4,5,4,4,1.6,0.8999999999999999,0.4,0.4,0.5,4,2019
530330231003,"Block Group 3, Census Tract 231, King County, Washington",2,3,3,3,1,1.2000000000000002,0.6,0.30000000000000004,0.1,0.30000000000000004,3,2019
530330232011,"Block Group 1, Census Tract 232.01, King County, Washington",4,4,5,4,2,1.6,1.2,0.4,0.2,0.5,4,2019
530330232012,"Block Group 2, Census Tract 232.01, King County, Washington",5,5,5,5,3,2,1.5,0.5,0.30000000000000004,0.5,5,2019
530330232013,"Block Group 3, Census Tract 232.01, King County, Washington",4,5,5,5,5,2,1.2,0.5,0.5,0.5,5,2019
530330232021,"Block Group 1, Census Tract 232.02, King County, Washington",5,5,5,5,3,2,1.5,0.5,0.30000000000000004,0.5,5,2019
530330232022,"Block Group 2, Census Tract 232.02, King County, Washington",3,4,5,4,5,1.6,0.8999999999999999,0.4,0.5,0.5,4,2019
530330232023,"Block Group 3, Census Tract 232.02, King County, Washington",4,3,4,4,2,1.2000000000000002,1.2,0.4,0.2,0.4,3,2019
530330233001,"Block Group 1, Census Tract 233, King County, Washington",4,3,3,4,5,1.2000000000000002,1.2,0.4,0.5,0.30000000000000004,4,2019
530330233002,"Block Group 2, Census Tract 233, King County, Washington",4,4,5,5,1,1.6,1.2,0.5,0.1,0.5,4,2019
530330233003,"Block Group 3, Census Tract 233, King County, Washington",5,4,4,4,5,1.6,1.5,0.4,0.5,0.4,4,2019
530330233004,"Block Group 4, Census Tract 233, King County, Washington",4,4,4,4,5,1.6,1.2,0.4,0.5,0.4,4,2019
530330234011,"Block Group 1, Census Tract 234.01, King County, Washington",2,3,4,1,2,1.2000000000000002,0.6,0.1,0.2,0.4,3,2019
530330234012,"Block Group 2, Census Tract 234.01, King County, Washington",3,4,5,5,4,1.6,0.8999999999999999,0.5,0.4,0.5,4,2019
530330234013,"Block Group 3, Census Tract 234.01, King County, Washington",4,4,4,4,2,1.6,1.2,0.4,0.2,0.4,4,2019
530330234031,"Block Group 1, Census Tract 234.03, King County, Washington",2,3,4,5,3,1.2000000000000002,0.6,0.5,0.30000000000000004,0.4,3,2019
530330234032,"Block Group 2, Census Tract 234.03, King County, Washington",2,3,4,4,3,1.2000000000000002,0.6,0.4,0.30000000000000004,0.4,3,2019
530330234033,"Block Group 3, Census Tract 234.03, King County, Washington",1,2,3,1,2,0.8,0.3,0.1,0.2,0.30000000000000004,2,2019
530330234041,"Block Group 1, Census Tract 234.04, King County, Washington",2,4,4,3,2,1.6,0.6,0.30000000000000004,0.2,0.4,3,2019
530330234042,"Block Group 2, Census Tract 234.04, King County, Washington",2,1,2,1,3,0.4,0.6,0.1,0.30000000000000004,0.2,2,2019
530330235001,"Block Group 1, Census Tract 235, King County, Washington",1,4,4,4,4,1.6,0.3,0.4,0.4,0.4,3,2019
530330235002,"Block Group 2, Census Tract 235, King County, Washington",2,4,4,4,1,1.6,0.6,0.4,0.1,0.4,3,2019
530330235003,"Block Group 3, Census Tract 235, King County, Washington",4,3,4,5,2,1.2000000000000002,1.2,0.5,0.2,0.4,4,2019
530330236011,"Block Group 1, Census Tract 236.01, King County, Washington",4,5,5,5,1,2,1.2,0.5,0.1,0.5,4,2019
530330236012,"Block Group 2, Census Tract 236.01, King County, Washington",2,5,5,5,2,2,0.6,0.5,0.2,0.5,4,2019
530330236013,"Block Group 3, Census Tract 236.01, King County, Washington",1,3,3,3,3,1.2000000000000002,0.3,0.30000000000000004,0.30000000000000004,0.30000000000000004,2,2019
530330236031,"Block Group 1, Census Tract 236.03, King County, Washington",3,4,4,1,2,1.6,0.8999999999999999,0.1,0.2,0.4,3,2019
530330236032,"Block Group 2, Census Tract 236.03, King County, Washington",4,5,5,5,1,2,1.2,0.5,0.1,0.5,4,2019
530330236033,"Block Group 3, Census Tract 236.03, King County, Washington",1,4,5,4,1,1.6,0.3,0.4,0.1,0.5,3,2019
530330236034,"Block Group 4, Census Tract 236.03, King County, Washington",4,4,5,5,1,1.6,1.2,0.5,0.1,0.5,4,2019
530330236041,"Block Group 1, Census Tract 236.04, King County, Washington",5,5,5,5,3,2,1.5,0.5,0.30000000000000004,0.5,5,2019
530330236042,"Block Group 2, Census Tract 236.04, King County, Washington",1,3,3,1,2,1.2000000000000002,0.3,0.1,0.2,0.30000000000000004,2,2019
530330236043,"Block Group 3, Census Tract 236.04, King County, Washington",4,4,5,5,4,1.6,1.2,0.5,0.4,0.5,4,2019
530330236044,"Block Group 4, Census Tract 236.04, King County, Washington",5,2,3,3,4,0.8,1.5,0.30000000000000004,0.4,0.30000000000000004,3,2019
530330237001,"Block Group 1, Census Tract 237, King County, Washington",2,2,4,3,1,0.8,0.6,0.30000000000000004,0.1,0.4,2,2019
530330237002,"Block Group 2, Census Tract 237, King County, Washington",1,4,4,3,2,1.6,0.3,0.30000000000000004,0.2,0.4,3,2019
530330237003,"Block Group 3, Census Tract 237, King County, Washington",3,4,5,1,1,1.6,0.8999999999999999,0.1,0.1,0.5,3,2019
530330238011,"Block Group 1, Census Tract 238.01, King County, Washington",3,5,5,5,5,2,0.8999999999999999,0.5,0.5,0.5,4,2019
530330238012,"Block Group 2, Census Tract 238.01, King County, Washington",2,3,3,3,2,1.2000000000000002,0.6,0.30000000000000004,0.2,0.30000000000000004,3,2019
530330238031,"Block Group 1, Census Tract 238.03, King County, Washington",4,5,5,5,5,2,1.2,0.5,0.5,0.5,5,2019
530330238032,"Block Group 2, Census Tract 238.03, King County, Washington",4,5,5,5,1,2,1.2,0.5,0.1,0.5,4,2019
530330238041,"Block Group 1, Census Tract 238.04, King County, Washington",3,5,5,5,2,2,0.8999999999999999,0.5,0.2,0.5,4,2019
530330238042,"Block Group 2, Census Tract 238.04, King County, Washington",3,5,5,5,5,2,0.8999999999999999,0.5,0.5,0.5,4,2019
530330238043,"Block Group 3, Census Tract 238.04, King County, Washington",4,5,5,5,1,2,1.2,0.5,0.1,0.5,4,2019
530330239001,"Block Group 1, Census Tract 239, King County, Washington",5,4,5,4,5,1.6,1.5,0.4,0.5,0.5,4,2019
530330239002,"Block Group 2, Census Tract 239, King County, Washington",2,3,3,1,3,1.2000000000000002,0.6,0.1,0.30000000000000004,0.30000000000000004,2,2019
530330239003,"Block Group 3, Census Tract 239, King County, Washington",1,4,4,4,1,1.6,0.3,0.4,0.1,0.4,3,2019
530330239004,"Block Group 4, Census Tract 239, King County, Washington",2,2,3,1,1,0.8,0.6,0.1,0.1,0.30000000000000004,2,2019
530330240001,"Block Group 1, Census Tract 240, King County, Washington",4,4,5,4,1,1.6,1.2,0.4,0.1,0.5,4,2019
530330240002,"Block Group 2, Census Tract 240, King County, Washington",1,4,4,4,2,1.6,0.3,0.4,0.2,0.4,3,2019
530330240003,"Block Group 3, Census Tract 240, King County, Washington",2,5,5,5,1,2,0.6,0.5,0.1,0.5,4,2019
530330240004,"Block Group 4, Census Tract 240, King County, Washington",2,5,5,3,3,2,0.6,0.30000000000000004,0.30000000000000004,0.5,4,2019
530330241001,"Block Group 1, Census Tract 241, King County, Washington",1,1,3,2,1,0.4,0.3,0.2,0.1,0.30000000000000004,1,2019
530330241002,"Block Group 2, Census Tract 241, King County, Washington",1,2,2,2,1,0.8,0.3,0.2,0.1,0.2,2,2019
530330241003,"Block Group 3, Census Tract 241, King County, Washington",3,4,4,3,1,1.6,0.8999999999999999,0.30000000000000004,0.1,0.4,3,2019
530330241004,"Block Group 4, Census Tract 241, King County, Washington",1,2,4,1,1,0.8,0.3,0.1,0.1,0.4,2,2019
530330242001,"Block Group 1, Census Tract 242, King County, Washington",3,3,4,3,1,1.2000000000000002,0.8999999999999999,0.30000000000000004,0.1,0.4,3,2019
530330242002,"Block Group 2, Census Tract 242, King County, Washington",2,3,4,3,1,1.2000000000000002,0.6,0.30000000000000004,0.1,0.4,3,2019
530330243001,"Block Group 1, Census Tract 243, King County, Washington",3,3,4,1,5,1.2000000000000002,0.8999999999999999,0.1,0.5,0.4,3,2019
530330243002,"Block Group 2, Census Tract 243, King County, Washington",4,3,4,4,4,1.2000000000000002,1.2,0.4,0.4,0.4,4,2019
530330243003,"Block Group 3, Census Tract 243, King County, Washington",3,3,3,3,2,1.2000000000000002,0.8999999999999999,0.30000000000000004,0.2,0.30000000000000004,3,2019
530330243004,"Block Group 4, Census Tract 243, King County, Washington",3,3,3,4,5,1.2000000000000002,0.8999999999999999,0.4,0.5,0.30000000000000004,3,2019
530330243005,"Block Group 5, Census Tract 243, King County, Washington",2,3,3,4,3,1.2000000000000002,0.6,0.4,0.30000000000000004,0.30000000000000004,3,2019
530330244001,"Block Group 1, Census Tract 244, King County, Washington",2,2,4,3,1,0.8,0.6,0.30000000000000004,0.1,0.4,2,2019
530330244002,"Block Group 2, Census Tract 244, King County, Washington",4,4,5,4,5,1.6,1.2,0.4,0.5,0.5,4,2019
530330245001,"Block Group 1, Census Tract 245, King County, Washington",2,4,5,3,3,1.6,0.6,0.30000000000000004,0.30000000000000004,0.5,3,2019
530330245002,"Block Group 2, Census Tract 245, King County, Washington",1,2,3,1,1,0.8,0.3,0.1,0.1,0.30000000000000004,2,2019
530330245003,"Block Group 3, Census Tract 245, King County, Washington",1,3,2,1,2,1.2000000000000002,0.3,0.1,0.2,0.2,2,2019
530330246011,"Block Group 1, Census Tract 246.01, King County, Washington",2,3,3,3,1,1.2000000000000002,0.6,0.30000000000000004,0.1,0.30000000000000004,3,2019
530330246012,"Block Group 2, Census Tract 246.01, King County, Washington",1,1,2,2,1,0.4,0.3,0.2,0.1,0.2,1,2019
530330246013,"Block Group 3, Census Tract 246.01, King County, Washington",2,3,2,1,2,1.2000000000000002,0.6,0.1,0.2,0.2,2,2019
530330246021,"Block Group 1, Census Tract 246.02, King County, Washington",1,2,3,1,1,0.8,0.3,0.1,0.1,0.30000000000000004,2,2019
530330246022,"Block Group 2, Census Tract 246.02, King County, Washington",2,4,4,4,1,1.6,0.6,0.4,0.1,0.4,3,2019
530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",1,1,1,2,1,0.4,0.3,0.2,0.1,0.1,1,2019
530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",2,3,3,3,2,1.2000000000000002,0.6,0.30000000000000004,0.2,0.30000000000000004,3,2019
530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",5,5,5,5,2,2,1.5,0.5,0.2,0.5,5,2019
530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",2,3,3,3,1,1.2000000000000002,0.6,0.30000000000000004,0.1,0.30000000000000004,3,2019
530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",2,4,4,3,4,1.6,0.6,0.30000000000000004,0.4,0.4,3,2019
530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",3,4,4,4,5,1.6,0.8999999999999999,0.4,0.5,0.4,4,2019
530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",1,4,4,4,3,1.6,0.3,0.4,0.30000000000000004,0.4,3,2019
530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",1,3,4,4,2,1.2000000000000002,0.3,0.4,0.2,0.4,3,2019
530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",1,3,4,3,4,1.2000000000000002,0.3,0.30000000000000004,0.4,0.4,3,2019
530330248001,"Block Group 1, Census Tract 248, King County, Washington",2,4,3,4,4,1.6,0.6,0.4,0.4,0.30000000000000004,3,2019
530330248002,"Block Group 2, Census Tract 248, King County, Washington",4,5,5,4,5,2,1.2,0.4,0.5,0.5,5,2019
530330248003,"Block Group 3, Census Tract 248, King County, Washington",5,5,5,5,3,2,1.5,0.5,0.30000000000000004,0.5,5,2019
530330249011,"Block Group 1, Census Tract 249.01, King County, Washington",1,4,4,3,1,1.6,0.3,0.30000000000000004,0.1,0.4,3,2019
530330249012,"Block Group 2, Census Tract 249.01, King County, Washington",1,4,5,3,1,1.6,0.3,0.30000000000000004,0.1,0.5,3,2019
530330249013,"Block Group 3, Census Tract 249.01, King County, Washington",1,4,4,2,2,1.6,0.3,0.2,0.2,0.4,3,2019
530330249014,"Block Group 4, Census Tract 249.01, King County, Washington",2,4,5,5,1,1.6,0.6,0.5,0.1,0.5,3,2019
530330249021,"Block Group 1, Census Tract 249.02, King County, Washington",3,4,4,4,2,1.6,0.8999999999999999,0.4,0.2,0.4,4,2019
530330249022,"Block Group 2, Census Tract 249.02, King County, Washington",1,4,4,3,1,1.6,0.3,0.30000000000000004,0.1,0.4,3,2019
530330249023,"Block Group 3, Census Tract 249.02, King County, Washington",1,3,3,4,2,1.2000000000000002,0.3,0.4,0.2,0.30000000000000004,2,2019
530330249031,"Block Group 1, Census Tract 249.03, King County, Washington",2,5,5,4,3,2,0.6,0.4,0.30000000000000004,0.5,4,2019
530330249032,"Block Group 2, Census Tract 249.03, King County, Washington",3,5,5,5,3,2,0.8999999999999999,0.5,0.30000000000000004,0.5,4,2019
530330249033,"Block Group 3, Census Tract 249.03, King County, Washington",2,4,4,3,1,1.6,0.6,0.30000000000000004,0.1,0.4,3,2019
530330249034,"Block Group 4, Census Tract 249.03, King County, Washington",2,4,5,5,1,1.6,0.6,0.5,0.1,0.5,3,2019
530330250011,"Block Group 1, Census Tract 250.01, King County, Washington",2,3,3,4,3,1.2000000000000002,0.6,0.4,0.30000000000000004,0.30000000000000004,3,2019
530330250012,"Block Group 2, Census Tract 250.01, King County, Washington",3,4,5,5,2,1.6,0.8999999999999999,0.5,0.2,0.5,4,2019
530330250013,"Block Group 3, Census Tract 250.01, King County, Washington",2,3,3,4,3,1.2000000000000002,0.6,0.4,0.30000000000000004,0.30000000000000004,3,2019
530330250014,"Block Group 4, Census Tract 250.01, King County, Washington",2,2,2,3,2,0.8,0.6,0.30000000000000004,0.2,0.2,2,2019
530330250031,"Block Group 1, Census Tract 250.03, King County, Washington",1,1,2,2,1,0.4,0.3,0.2,0.1,0.2,1,2019
530330250032,"Block Group 2, Census Tract 250.03, King County, Washington",2,4,3,1,1,1.6,0.6,0.1,0.1,0.30000000000000004,3,2019
530330250033,"Block Group 3, Census Tract 250.03, King County, Washington",4,3,4,4,3,1.2000000000000002,1.2,0.4,0.30000000000000004,0.4,4,2019
530330250034,"Block Group 4, Census Tract 250.03, King County, Washington",1,3,4,2,1,1.2000000000000002,0.3,0.2,0.1,0.4,2,2019
530330250035,"Block Group 5, Census Tract 250.03, King County, Washington",3,4,5,4,2,1.6,0.8999999999999999,0.4,0.2,0.5,4,2019
530330250051,"Block Group 1, Census Tract 250.05, King County, Washington",3,5,5,5,4,2,0.8999999999999999,0.5,0.4,0.5,4,2019
530330250052,"Block Group 2, Census Tract 250.05, King County, Washington",4,5,5,5,2,2,1.2,0.5,0.2,0.5,4,2019
530330250061,"Block Group 1, Census Tract 250.06, King County, Washington",1,4,5,3,1,1.6,0.3,0.30000000000000004,0.1,0.5,3,2019
530330250062,"Block Group 2, Census Tract 250.06, King County, Washington",5,5,5,5,4,2,1.5,0.5,0.4,0.5,5,2019
530330250063,"Block Group 3, Census Tract 250.06, King County, Washington",1,3,4,4,3,1.2000000000000002,0.3,0.4,0.30000000000000004,0.4,3,2019
530330251011,"Block Group 1, Census Tract 251.01, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330251012,"Block Group 2, Census Tract 251.01, King County, Washington",2,1,2,3,2,0.4,0.6,0.30000000000000004,0.2,0.2,2,2019
530330251013,"Block Group 3, Census Tract 251.01, King County, Washington",1,3,3,3,1,1.2000000000000002,0.3,0.30000000000000004,0.1,0.30000000000000004,2,2019
530330251014,"Block Group 4, Census Tract 251.01, King County, Washington",4,5,4,4,2,2,1.2,0.4,0.2,0.4,4,2019
530330251021,"Block Group 1, Census Tract 251.02, King County, Washington",4,3,3,4,3,1.2000000000000002,1.2,0.4,0.30000000000000004,0.30000000000000004,3,2019
530330251022,"Block Group 2, Census Tract 251.02, King County, Washington",4,5,4,5,5,2,1.2,0.5,0.5,0.4,5,2019
530330251023,"Block Group 3, Census Tract 251.02, King County, Washington",5,5,5,5,4,2,1.5,0.5,0.4,0.5,5,2019
530330251024,"Block Group 4, Census Tract 251.02, King County, Washington",4,4,4,5,4,1.6,1.2,0.5,0.4,0.4,4,2019
530330252001,"Block Group 1, Census Tract 252, King County, Washington",3,3,2,4,5,1.2000000000000002,0.8999999999999999,0.4,0.5,0.2,3,2019
530330252002,"Block Group 2, Census Tract 252, King County, Washington",4,5,5,5,5,2,1.2,0.5,0.5,0.5,5,2019
530330252003,"Block Group 3, Census Tract 252, King County, Washington",5,4,5,4,5,1.6,1.5,0.4,0.5,0.5,4,2019
530330252004,"Block Group 4, Census Tract 252, King County, Washington",5,5,5,5,4,2,1.5,0.5,0.4,0.5,5,2019
530330252005,"Block Group 5, Census Tract 252, King County, Washington",2,3,3,1,3,1.2000000000000002,0.6,0.1,0.30000000000000004,0.30000000000000004,2,2019
530330253011,"Block Group 1, Census Tract 253.01, King County, Washington",4,4,2,4,3,1.6,1.2,0.4,0.30000000000000004,0.2,4,2019
530330253012,"Block Group 2, Census Tract 253.01, King County, Washington",2,5,4,5,4,2,0.6,0.5,0.4,0.4,4,2019
530330253013,"Block Group 3, Census Tract 253.01, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330253021,"Block Group 1, Census Tract 253.02, King County, Washington",5,4,4,5,5,1.6,1.5,0.5,0.5,0.4,4,2019
530330253022,"Block Group 2, Census Tract 253.02, King County, Washington",5,5,3,4,5,2,1.5,0.4,0.5,0.30000000000000004,5,2019
530330253023,"Block Group 3, Census Tract 253.02, King County, Washington",5,5,3,4,3,2,1.5,0.4,0.30000000000000004,0.30000000000000004,4,2019
530330254001,"Block Group 1, Census Tract 254, King County, Washington",5,4,5,5,5,1.6,1.5,0.5,0.5,0.5,5,2019
530330254002,"Block Group 2, Census Tract 254, King County, Washington",5,5,4,1,5,2,1.5,0.1,0.5,0.4,4,2019
530330254003,"Block Group 3, Census Tract 254, King County, Washington",4,5,5,5,5,2,1.2,0.5,0.5,0.5,5,2019
530330254004,"Block Group 4, Census Tract 254, King County, Washington",2,2,2,1,3,0.8,0.6,0.1,0.30000000000000004,0.2,2,2019
530330255001,"Block Group 1, Census Tract 255, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330255002,"Block Group 2, Census Tract 255, King County, Washington",4,4,4,4,5,1.6,1.2,0.4,0.5,0.4,4,2019
530330255003,"Block Group 3, Census Tract 255, King County, Washington",5,4,5,4,4,1.6,1.5,0.4,0.4,0.5,4,2019
530330256011,"Block Group 1, Census Tract 256.01, King County, Washington",1,4,4,4,5,1.6,0.3,0.4,0.5,0.4,3,2019
